Respondent,DatabaseDesireNextYear,DatabaseWorkedWith
48024,Redis,
48045,Microsoft SQL Server,Cassandra
48045,,Microsoft SQL Server
48045,,MongoDB
48045,,MySQL
48045,,Oracle
48045,,PostgreSQL
48045,,Redis
48045,MongoDB,
48045,PostgreSQL,
48051,Microsoft SQL Server,Microsoft SQL Server
48051,,PostgreSQL
48051,PostgreSQL,
48054,MongoDB,Elasticsearch
48054,,Firebase
48054,,MongoDB
48054,,MySQL
48054,,Redis
48059,Elasticsearch,Elasticsearch
48059,,Microsoft SQL Server
48059,Microsoft SQL Server,
48059,SQLite,
48063,PostgreSQL,DynamoDB
48063,,MongoDB
48063,,MySQL
48063,,PostgreSQL
48066,Microsoft SQL Server,Microsoft SQL Server
48066,,Redis
48066,Redis,
48077,Microsoft SQL Server,Microsoft SQL Server
48077,,SQLite
48077,SQLite,
48079,Microsoft SQL Server,Microsoft SQL Server
48079,,MySQL
48079,,SQLite
48079,MongoDB,
48079,MySQL,
48079,SQLite,
48101,MariaDB,MariaDB
48101,,PostgreSQL
48101,,Redis
48101,PostgreSQL,
48101,Redis,
48106,Microsoft SQL Server,IBM DB2
48106,,Microsoft SQL Server
48106,MongoDB,
48124,DynamoDB,DynamoDB
48124,,Firebase
48124,,Redis
48124,Firebase,
48124,Redis,
48135,Redis,Couchbase
48135,,MariaDB
48135,,MongoDB
48135,,MySQL
48135,,Redis
48136,DynamoDB,Microsoft SQL Server
48136,,MySQL
48136,,PostgreSQL
48136,,Redis
48136,Elasticsearch,
48151,DynamoDB,DynamoDB
48151,,MariaDB
48151,,Microsoft SQL Server
48151,,MySQL
48151,,PostgreSQL
48151,,SQLite
48151,MariaDB,
48151,MySQL,
48151,PostgreSQL,
48151,SQLite,
48158,Couchbase,MongoDB
48158,,MySQL
48158,,PostgreSQL
48158,,Redis
48158,,SQLite
48158,Firebase,
48158,MongoDB,
48158,PostgreSQL,
48166,Couchbase,MongoDB
48166,,MySQL
48166,,PostgreSQL
48166,DynamoDB,
48166,Elasticsearch,
48185,Cassandra,PostgreSQL
48185,,Redis
48185,Elasticsearch,
48185,PostgreSQL,
48185,Redis,
48193,DynamoDB,DynamoDB
48193,,MySQL
48193,,PostgreSQL
48213,Firebase,Microsoft SQL Server
48213,,MySQL
48224,Couchbase,Couchbase
48224,,Elasticsearch
48224,,Firebase
48224,,MariaDB
48224,,Microsoft SQL Server
48224,,MongoDB
48224,,MySQL
48224,,Oracle
48224,,PostgreSQL
48224,,Redis
48224,,SQLite
48224,Elasticsearch,
48224,Firebase,
48224,MariaDB,
48224,MongoDB,
48224,MySQL,
48224,PostgreSQL,
48224,Redis,
48224,SQLite,
48243,Microsoft SQL Server,Microsoft SQL Server
48247,MongoDB,MySQL
48247,,SQLite
48247,MySQL,
48247,SQLite,
48257,MariaDB,DynamoDB
48257,,MariaDB
48257,,Microsoft SQL Server
48257,,MySQL
48257,,Redis
48257,Microsoft SQL Server,
48257,MySQL,
48259,PostgreSQL,MongoDB
48259,,PostgreSQL
48259,,Redis
48259,Redis,
48266,DynamoDB,DynamoDB
48266,,Elasticsearch
48266,,Microsoft SQL Server
48266,,MongoDB
48266,,PostgreSQL
48266,Elasticsearch,
48266,Microsoft SQL Server,
48266,MongoDB,
48266,PostgreSQL,
48269,Elasticsearch,Elasticsearch
48269,,MongoDB
48269,,MySQL
48269,,Oracle
48269,,PostgreSQL
48269,MongoDB,
48269,PostgreSQL,
48296,DynamoDB,DynamoDB
48296,,Microsoft SQL Server
48296,,MongoDB
48296,,MySQL
48296,MongoDB,
48296,MySQL,
48296,PostgreSQL,
48296,Redis,
48302,Elasticsearch,Elasticsearch
48302,,MongoDB
48302,MongoDB,
48302,PostgreSQL,
48302,SQLite,
48304,Elasticsearch,PostgreSQL
48304,PostgreSQL,
48313,PostgreSQL,MySQL
48313,,Redis
48318,Elasticsearch,Elasticsearch
48318,,MongoDB
48318,,PostgreSQL
48318,,Redis
48318,MongoDB,
48318,PostgreSQL,
48318,Redis,
48320,Cassandra,Elasticsearch
48320,Elasticsearch,
48320,Microsoft SQL Server,
48320,PostgreSQL,
48328,DynamoDB,DynamoDB
48328,,Microsoft SQL Server
48328,,MongoDB
48328,,MySQL
48328,,Oracle
48328,,PostgreSQL
48328,,Redis
48328,MySQL,
48328,Oracle,
48328,PostgreSQL,
48328,Redis,
48344,MongoDB,Firebase
48344,,Redis
48344,PostgreSQL,
48344,Redis,
48344,SQLite,
48353,Elasticsearch,DynamoDB
48353,,Elasticsearch
48353,,MariaDB
48353,,Microsoft SQL Server
48353,,MongoDB
48353,,PostgreSQL
48353,,Redis
48353,MariaDB,
48353,PostgreSQL,
48353,Redis,
48363,Cassandra,MongoDB
48363,,MySQL
48363,,PostgreSQL
48363,,SQLite
48363,MongoDB,
48363,MySQL,
48363,Redis,
48363,SQLite,
48365,Microsoft SQL Server,Microsoft SQL Server
48366,Microsoft SQL Server,Microsoft SQL Server
48366,,PostgreSQL
48366,PostgreSQL,
48366,SQLite,
48378,Elasticsearch,Microsoft SQL Server
48378,,SQLite
48378,Firebase,
48378,MongoDB,
48378,PostgreSQL,
48378,Redis,
48396,DynamoDB,DynamoDB
48396,,Microsoft SQL Server
48396,,SQLite
48396,Elasticsearch,
48396,Microsoft SQL Server,
48396,MongoDB,
48396,MySQL,
48396,PostgreSQL,
48396,Redis,
48396,SQLite,
48397,Elasticsearch,Microsoft SQL Server
48397,Microsoft SQL Server,
48397,Redis,
48403,Elasticsearch,MariaDB
48403,,Microsoft SQL Server
48403,,MySQL
48403,MySQL,
48403,PostgreSQL,
48403,Redis,
48408,DynamoDB,Cassandra
48408,,DynamoDB
48408,,Firebase
48408,,Microsoft SQL Server
48408,,MongoDB
48408,,PostgreSQL
48408,Firebase,
48408,PostgreSQL,
48408,Redis,
48434,Cassandra,Elasticsearch
48434,,Firebase
48434,,MariaDB
48434,,MySQL
48434,,PostgreSQL
48434,,Redis
48434,Couchbase,
48434,Elasticsearch,
48434,MariaDB,
48434,MySQL,
48434,PostgreSQL,
48434,Redis,
48440,Elasticsearch,DynamoDB
48440,,Elasticsearch
48440,,MongoDB
48440,,MySQL
48440,,PostgreSQL
48440,,Redis
48440,MySQL,
48440,PostgreSQL,
48440,Redis,
48445,DynamoDB,Elasticsearch
48445,,Microsoft SQL Server
48445,,MySQL
48445,Elasticsearch,
48445,MongoDB,
48445,PostgreSQL,
48467,Microsoft SQL Server,Microsoft SQL Server
48467,,SQLite
48467,PostgreSQL,
48478,Microsoft SQL Server,Microsoft SQL Server
48478,,Oracle
48480,Cassandra,Elasticsearch
48480,,IBM DB2
48480,,Microsoft SQL Server
48480,,Oracle
48480,,SQLite
48480,DynamoDB,
48480,MongoDB,
48480,Redis,
48488,DynamoDB,DynamoDB
48488,Elasticsearch,
48492,Redis,Microsoft SQL Server
48513,MongoDB,MySQL
48513,MySQL,
48538,DynamoDB,DynamoDB
48538,,Microsoft SQL Server
48538,,Oracle
48538,,PostgreSQL
48538,PostgreSQL,
48542,Microsoft SQL Server,Microsoft SQL Server
48542,,MySQL
48542,,PostgreSQL
48542,,SQLite
48542,MySQL,
48542,PostgreSQL,
48542,SQLite,
48546,DynamoDB,DynamoDB
48546,,MariaDB
48546,,Microsoft SQL Server
48546,,MySQL
48546,,Redis
48546,,SQLite
48546,MariaDB,
48546,Microsoft SQL Server,
48546,MySQL,
48546,Redis,
48546,SQLite,
48574,IBM DB2,MariaDB
48574,,Microsoft SQL Server
48574,,MySQL
48574,,Oracle
48574,,SQLite
48574,MariaDB,
48574,Microsoft SQL Server,
48574,Oracle,
48574,SQLite,
48597,Cassandra,Cassandra
48597,,DynamoDB
48597,,Elasticsearch
48597,,Firebase
48597,,MongoDB
48597,,MySQL
48597,,PostgreSQL
48597,,SQLite
48597,DynamoDB,
48597,Elasticsearch,
48597,Firebase,
48597,MongoDB,
48597,MySQL,
48597,PostgreSQL,
48597,SQLite,
48605,Cassandra,MongoDB
48605,,MySQL
48605,,Oracle
48605,Elasticsearch,
48605,MongoDB,
48605,MySQL,
48616,Elasticsearch,Elasticsearch
48616,,Redis
48616,,SQLite
48616,Firebase,
48616,Redis,
48616,SQLite,
48640,Elasticsearch,Microsoft SQL Server
48640,,MySQL
48640,Microsoft SQL Server,
48640,Redis,
48654,Microsoft SQL Server,Microsoft SQL Server
48654,MongoDB,
48654,MySQL,
48679,DynamoDB,Microsoft SQL Server
48679,,MongoDB
48679,Firebase,
48679,MySQL,
48679,Oracle,
48694,Microsoft SQL Server,Microsoft SQL Server
48694,MySQL,
48698,DynamoDB,Elasticsearch
48698,,MySQL
48698,,PostgreSQL
48698,Elasticsearch,
48698,MySQL,
48698,PostgreSQL,
48711,MariaDB,MariaDB
48711,,MySQL
48711,MySQL,
48715,MongoDB,Microsoft SQL Server
48715,,MySQL
48715,,Oracle
48715,SQLite,
48730,Elasticsearch,Firebase
48730,,Microsoft SQL Server
48730,,MySQL
48730,,Redis
48730,MongoDB,
48730,MySQL,
48730,Redis,
48734,Cassandra,IBM DB2
48734,,MariaDB
48734,,Microsoft SQL Server
48734,,MongoDB
48734,,MySQL
48734,,Oracle
48734,,PostgreSQL
48734,SQLite,
48748,Cassandra,MariaDB
48748,,MongoDB
48748,,MySQL
48748,,PostgreSQL
48748,,Redis
48748,Elasticsearch,
48748,MariaDB,
48748,MongoDB,
48748,MySQL,
48748,Oracle,
48748,PostgreSQL,
48748,Redis,
48764,MariaDB,MariaDB
48764,,MySQL
48764,,SQLite
48764,PostgreSQL,
48764,SQLite,
48771,Microsoft SQL Server,Microsoft SQL Server
48771,MySQL,
48771,PostgreSQL,
48778,Elasticsearch,MariaDB
48778,,MongoDB
48778,,MySQL
48778,MySQL,
48778,SQLite,
48814,PostgreSQL,MongoDB
48814,,MySQL
48814,,PostgreSQL
48814,,Redis
48814,Redis,
48815,MariaDB,Cassandra
48815,,MariaDB
48815,,Microsoft SQL Server
48815,,MySQL
48815,,PostgreSQL
48815,,SQLite
48815,MySQL,
48815,PostgreSQL,
48816,Microsoft SQL Server,Microsoft SQL Server
48816,,MongoDB
48816,,PostgreSQL
48816,MongoDB,
48816,PostgreSQL,
48822,PostgreSQL,MariaDB
48822,,Microsoft SQL Server
48822,,MySQL
48822,,PostgreSQL
48832,Cassandra,Elasticsearch
48832,,Microsoft SQL Server
48832,,PostgreSQL
48832,Elasticsearch,
48832,PostgreSQL,
48846,MariaDB,Elasticsearch
48846,,MariaDB
48846,,MySQL
48846,,Redis
48846,MySQL,
48846,Redis,
48850,Firebase,Couchbase
48850,,Elasticsearch
48850,,MariaDB
48850,,MySQL
48850,,PostgreSQL
48850,,SQLite
48850,MongoDB,
48850,Redis,
48867,Couchbase,MySQL
48867,,Redis
48867,MongoDB,
48867,MySQL,
48867,Redis,
48867,SQLite,
48880,Elasticsearch,Microsoft SQL Server
48880,Microsoft SQL Server,
48880,Redis,
48895,Elasticsearch,Elasticsearch
48895,,Firebase
48895,,MongoDB
48895,Firebase,
48927,Microsoft SQL Server,Microsoft SQL Server
48927,PostgreSQL,
48932,Couchbase,MySQL
48932,,Oracle
48932,PostgreSQL,
48940,Cassandra,MySQL
48940,,PostgreSQL
48940,,Redis
48940,,SQLite
48940,Couchbase,
48940,PostgreSQL,
48940,Redis,
48967,PostgreSQL,Microsoft SQL Server
48967,,PostgreSQL
48970,Microsoft SQL Server,Microsoft SQL Server
48990,Elasticsearch,Elasticsearch
48990,,MariaDB
48990,,Redis
48990,MariaDB,
48990,Redis,
49006,Microsoft SQL Server,Microsoft SQL Server
49007,Microsoft SQL Server,Microsoft SQL Server
49007,SQLite,
49056,Cassandra,Microsoft SQL Server
49056,,MongoDB
49056,,MySQL
49056,,Oracle
49056,,PostgreSQL
49056,DynamoDB,
49056,Elasticsearch,
49056,MariaDB,
49056,Microsoft SQL Server,
49056,MongoDB,
49056,MySQL,
49056,Oracle,
49056,PostgreSQL,
49056,Redis,
49069,DynamoDB,DynamoDB
49069,,PostgreSQL
49069,,Redis
49069,PostgreSQL,
49069,Redis,
49081,DynamoDB,DynamoDB
49081,,Elasticsearch
49081,,Microsoft SQL Server
49081,,PostgreSQL
49081,Microsoft SQL Server,
49081,PostgreSQL,
49085,Microsoft SQL Server,Microsoft SQL Server
49092,MongoDB,IBM DB2
49092,,MongoDB
49092,Redis,
49121,DynamoDB,DynamoDB
49121,,Elasticsearch
49121,,MySQL
49121,,PostgreSQL
49121,,Redis
49121,,SQLite
49121,Elasticsearch,
49121,MySQL,
49121,PostgreSQL,
49130,MariaDB,MariaDB
49144,Elasticsearch,MySQL
49144,Firebase,
49162,Cassandra,Microsoft SQL Server
49162,Microsoft SQL Server,
49192,Elasticsearch,Elasticsearch
49192,,MariaDB
49192,,MongoDB
49192,,MySQL
49192,MongoDB,
49192,MySQL,
49192,PostgreSQL,
49192,Redis,
49197,Microsoft SQL Server,Microsoft SQL Server
49197,,MongoDB
49197,,Redis
49197,MongoDB,
49197,Redis,
49234,MongoDB,Microsoft SQL Server
49234,,PostgreSQL
49234,PostgreSQL,
49234,Redis,
49235,DynamoDB,DynamoDB
49235,,Elasticsearch
49235,,MariaDB
49235,,MySQL
49235,,Redis
49235,Elasticsearch,
49235,MariaDB,
49235,MySQL,
49235,Redis,
49245,Cassandra,MariaDB
49245,,MongoDB
49245,,MySQL
49245,MariaDB,
49245,MongoDB,
49245,MySQL,
49245,Redis,
49269,Cassandra,Firebase
49269,,MySQL
49269,Couchbase,
49269,Firebase,
49269,SQLite,
49272,Microsoft SQL Server,Microsoft SQL Server
49272,,MySQL
49272,,SQLite
49272,SQLite,
49289,Cassandra,Elasticsearch
49289,,MariaDB
49289,,MySQL
49289,,SQLite
49289,Elasticsearch,
49289,MariaDB,
49289,MongoDB,
49289,MySQL,
49298,Microsoft SQL Server,Microsoft SQL Server
49309,Elasticsearch,Elasticsearch
49309,,MariaDB
49309,,Microsoft SQL Server
49309,,MySQL
49309,,Redis
49309,,SQLite
49309,MariaDB,
49309,MongoDB,
49309,MySQL,
49309,PostgreSQL,
49309,Redis,
49311,MongoDB,Elasticsearch
49311,,MySQL
49311,,Oracle
49311,,PostgreSQL
49311,,SQLite
49311,MySQL,
49311,Oracle,
49323,Microsoft SQL Server,Microsoft SQL Server
49333,PostgreSQL,PostgreSQL
49339,MongoDB,Microsoft SQL Server
49339,SQLite,
49348,Elasticsearch,Elasticsearch
49348,,MariaDB
49348,,MySQL
49348,,PostgreSQL
49348,,Redis
49348,MariaDB,
49348,MySQL,
49348,Redis,
49360,Cassandra,Elasticsearch
49360,,PostgreSQL
49360,,Redis
49360,MariaDB,
49360,PostgreSQL,
49393,Elasticsearch,Elasticsearch
49393,,Microsoft SQL Server
49393,,MongoDB
49393,,MySQL
49393,,PostgreSQL
49393,,Redis
49393,,SQLite
49393,PostgreSQL,
49393,Redis,
49409,Elasticsearch,Couchbase
49409,,Elasticsearch
49409,,IBM DB2
49409,,MariaDB
49409,,Microsoft SQL Server
49409,,MongoDB
49409,,MySQL
49409,,Oracle
49409,,PostgreSQL
49409,MongoDB,
49409,MySQL,
49409,PostgreSQL,
49436,Firebase,Firebase
49436,,MariaDB
49436,,MongoDB
49436,MariaDB,
49436,MongoDB,
49448,MariaDB,MariaDB
49448,,MongoDB
49448,MongoDB,
49462,MongoDB,Firebase
49462,,MongoDB
49472,Cassandra,DynamoDB
49472,,MongoDB
49472,,PostgreSQL
49472,,Redis
49472,DynamoDB,
49472,MongoDB,
49472,PostgreSQL,
49472,Redis,
49477,MySQL,Firebase
49477,,MySQL
49477,PostgreSQL,
49477,SQLite,
49479,MySQL,Microsoft SQL Server
49479,,MySQL
49479,,PostgreSQL
49479,,SQLite
49479,PostgreSQL,
49479,Redis,
49479,SQLite,
49493,Elasticsearch,MariaDB
49493,,MySQL
49493,,Redis
49493,MariaDB,
49493,MongoDB,
49493,MySQL,
49493,Redis,
49495,PostgreSQL,PostgreSQL
49495,,Redis
49495,Redis,
49496,MongoDB,Microsoft SQL Server
49496,,MySQL
49496,,SQLite
49496,PostgreSQL,
49496,Redis,
49498,Elasticsearch,Microsoft SQL Server
49498,,MySQL
49498,Firebase,
49498,MongoDB,
49498,MySQL,
49498,Redis,
49509,MongoDB,DynamoDB
49509,,MongoDB
49509,,MySQL
49509,Redis,
49520,DynamoDB,Microsoft SQL Server
49520,,MySQL
49520,,Redis
49520,MySQL,
49520,Redis,
49529,Elasticsearch,DynamoDB
49529,,Elasticsearch
49529,,Microsoft SQL Server
49529,,MySQL
49529,,PostgreSQL
49529,,Redis
49529,PostgreSQL,
49529,Redis,
49570,Cassandra,Cassandra
49570,,Elasticsearch
49570,,Microsoft SQL Server
49570,,MySQL
49570,,SQLite
49570,Elasticsearch,
49597,MySQL,MySQL
49625,MariaDB,MariaDB
49625,,Oracle
49625,Oracle,
49630,Couchbase,Couchbase
49630,,MongoDB
49630,,MySQL
49630,MongoDB,
49630,MySQL,
49656,Microsoft SQL Server,Microsoft SQL Server
49656,,Redis
49656,Redis,
49667,Microsoft SQL Server,Microsoft SQL Server
49672,Elasticsearch,IBM DB2
49672,,MySQL
49672,,Oracle
49672,,PostgreSQL
49672,,SQLite
49672,MongoDB,
49681,Cassandra,MariaDB
49681,,MySQL
49681,,Redis
49681,Couchbase,
49681,Elasticsearch,
49681,MariaDB,
49681,MongoDB,
49681,MySQL,
49681,Redis,
49681,SQLite,
49692,PostgreSQL,PostgreSQL
49692,,SQLite
49692,Redis,
49692,SQLite,
49697,Cassandra,MariaDB
49697,,Microsoft SQL Server
49697,,MySQL
49697,,Oracle
49697,,PostgreSQL
49697,Elasticsearch,
49697,MariaDB,
49697,Microsoft SQL Server,
49697,MySQL,
49697,Oracle,
49697,PostgreSQL,
49727,Elasticsearch,Elasticsearch
49727,,Microsoft SQL Server
49727,Microsoft SQL Server,
49732,PostgreSQL,Elasticsearch
49732,,PostgreSQL
49732,,Redis
49732,,SQLite
49732,Redis,
49732,SQLite,
49733,Elasticsearch,MySQL
49733,,Oracle
49733,,PostgreSQL
49733,,SQLite
49733,MariaDB,
49733,MySQL,
49733,PostgreSQL,
49738,DynamoDB,Elasticsearch
49738,,Firebase
49738,,Oracle
49738,Elasticsearch,
49738,Oracle,
49738,PostgreSQL,
49741,Elasticsearch,Elasticsearch
49741,,MySQL
49741,,PostgreSQL
49741,,Redis
49741,MongoDB,
49741,PostgreSQL,
49741,Redis,
49747,Elasticsearch,MariaDB
49747,,MongoDB
49747,,MySQL
49747,,Oracle
49747,,PostgreSQL
49747,,Redis
49747,,SQLite
49747,MariaDB,
49747,MongoDB,
49747,MySQL,
49747,PostgreSQL,
49747,Redis,
49747,SQLite,
49749,Couchbase,Firebase
49749,,MongoDB
49749,,PostgreSQL
49749,MySQL,
49784,Cassandra,IBM DB2
49784,,Microsoft SQL Server
49784,,MySQL
49784,,Oracle
49784,,SQLite
49784,Elasticsearch,
49784,MariaDB,
49784,MongoDB,
49784,MySQL,
49784,Oracle,
49784,SQLite,
49785,Elasticsearch,Microsoft SQL Server
49785,,MySQL
49785,,Oracle
49785,,PostgreSQL
49785,,SQLite
49785,Microsoft SQL Server,
49785,PostgreSQL,
49785,SQLite,
49803,Elasticsearch,Elasticsearch
49803,,MongoDB
49803,,MySQL
49803,,SQLite
49803,MongoDB,
49803,Redis,
49803,SQLite,
49809,Elasticsearch,MySQL
49809,,PostgreSQL
49809,,Redis
49809,MySQL,
49809,PostgreSQL,
49809,Redis,
49816,MariaDB,MariaDB
49816,,Microsoft SQL Server
49816,,MongoDB
49816,,MySQL
49816,,PostgreSQL
49816,,Redis
49816,Microsoft SQL Server,
49816,MySQL,
49816,PostgreSQL,
49816,Redis,
49835,MongoDB,Microsoft SQL Server
49835,Redis,
49853,Elasticsearch,Elasticsearch
49853,,MongoDB
49853,,PostgreSQL
49853,PostgreSQL,
49858,PostgreSQL,MongoDB
49858,,PostgreSQL
49858,,Redis
49858,Redis,
49858,SQLite,
49864,MongoDB,MongoDB
49864,,MySQL
49864,,PostgreSQL
49864,,Redis
49864,PostgreSQL,
49864,Redis,
49864,SQLite,
49877,DynamoDB,DynamoDB
49877,,Elasticsearch
49877,,PostgreSQL
49877,Elasticsearch,
49877,PostgreSQL,
49877,Redis,
49878,MongoDB,MongoDB
49878,,MySQL
49878,,Oracle
49878,,PostgreSQL
49878,,Redis
49878,MySQL,
49878,Oracle,
49878,PostgreSQL,
49878,Redis,
49885,MongoDB,DynamoDB
49885,,MongoDB
49885,,MySQL
49885,,PostgreSQL
49885,,Redis
49885,MySQL,
49885,PostgreSQL,
49885,Redis,
49888,Microsoft SQL Server,Microsoft SQL Server
49909,MariaDB,Microsoft SQL Server
49909,Microsoft SQL Server,
49909,MySQL,
49913,PostgreSQL,PostgreSQL
49913,,Redis
49913,,SQLite
49937,Microsoft SQL Server,DynamoDB
49937,,Microsoft SQL Server
49937,,MySQL
49937,,PostgreSQL
49937,,Redis
49937,MySQL,
49937,PostgreSQL,
49937,Redis,
49966,Microsoft SQL Server,Microsoft SQL Server
49966,,Oracle
49966,,PostgreSQL
49999,Elasticsearch,SQLite
49999,PostgreSQL,
50013,Elasticsearch,Elasticsearch
50013,,Microsoft SQL Server
50013,,MySQL
50013,Microsoft SQL Server,
50014,MongoDB,Firebase
50014,,IBM DB2
50014,,MongoDB
50014,,MySQL
50014,,SQLite
50014,PostgreSQL,
50026,Cassandra,MySQL
50026,,PostgreSQL
50026,,SQLite
50026,MongoDB,
50027,Firebase,Firebase
50027,,MongoDB
50027,,PostgreSQL
50027,,SQLite
50039,Microsoft SQL Server,MariaDB
50039,,Microsoft SQL Server
50039,Redis,
50043,Microsoft SQL Server,Microsoft SQL Server
50043,,PostgreSQL
50043,PostgreSQL,
50056,MariaDB,MariaDB
50056,,MongoDB
50056,,MySQL
50056,,PostgreSQL
50056,,Redis
50056,,SQLite
50056,MySQL,
50056,Redis,
50077,Microsoft SQL Server,DynamoDB
50077,,Microsoft SQL Server
50077,,MySQL
50078,DynamoDB,DynamoDB
50078,,PostgreSQL
50078,Elasticsearch,
50078,PostgreSQL,
50086,Elasticsearch,Microsoft SQL Server
50086,,MySQL
50086,,PostgreSQL
50086,,SQLite
50086,MongoDB,
50086,PostgreSQL,
50086,Redis,
50107,PostgreSQL,PostgreSQL
50107,,SQLite
50108,PostgreSQL,Elasticsearch
50108,,MongoDB
50108,,PostgreSQL
50108,,SQLite
50108,SQLite,
50110,Couchbase,Elasticsearch
50110,,MongoDB
50110,,MySQL
50110,,Oracle
50110,,Redis
50110,Elasticsearch,
50110,MongoDB,
50110,Oracle,
50110,PostgreSQL,
50110,Redis,
50120,PostgreSQL,MySQL
50123,Cassandra,Elasticsearch
50123,,Microsoft SQL Server
50123,Elasticsearch,
50123,Microsoft SQL Server,
50123,Redis,
50154,Elasticsearch,Elasticsearch
50154,,MongoDB
50154,MongoDB,
50161,Couchbase,MariaDB
50161,,Microsoft SQL Server
50161,,MySQL
50161,,Redis
50161,DynamoDB,
50161,Elasticsearch,
50161,Firebase,
50161,MariaDB,
50161,Microsoft SQL Server,
50161,MySQL,
50161,PostgreSQL,
50161,Redis,
50169,Elasticsearch,Elasticsearch
50169,,Firebase
50169,,Microsoft SQL Server
50169,,MySQL
50169,,Oracle
50169,,Redis
50169,,SQLite
50169,Firebase,
50169,Redis,
50194,Cassandra,Microsoft SQL Server
50194,,SQLite
50194,Couchbase,
50194,Elasticsearch,
50194,Firebase,
50194,Microsoft SQL Server,
50194,MongoDB,
50194,SQLite,
50217,Cassandra,Cassandra
50217,,Couchbase
50217,,DynamoDB
50217,,Elasticsearch
50217,,MongoDB
50217,,MySQL
50217,,PostgreSQL
50217,,SQLite
50217,MySQL,
50217,SQLite,
50222,Microsoft SQL Server,Microsoft SQL Server
50222,SQLite,
50238,Microsoft SQL Server,DynamoDB
50238,,Firebase
50238,,Microsoft SQL Server
50238,,MongoDB
50238,,MySQL
50238,,Oracle
50238,,PostgreSQL
50238,MongoDB,
50238,MySQL,
50238,PostgreSQL,
50252,Firebase,Elasticsearch
50252,,Microsoft SQL Server
50252,,PostgreSQL
50252,,Redis
50275,Elasticsearch,Elasticsearch
50275,,Firebase
50275,,MongoDB
50275,,MySQL
50275,,PostgreSQL
50275,Firebase,
50281,MySQL,MySQL
50281,,Oracle
50281,Oracle,
50281,Redis,
50286,Elasticsearch,MongoDB
50286,MongoDB,
50286,PostgreSQL,
50298,Elasticsearch,Firebase
50298,,Microsoft SQL Server
50298,,MySQL
50298,,Oracle
50298,,PostgreSQL
50298,,SQLite
50298,Firebase,
50298,Redis,
50327,Cassandra,Cassandra
50327,,PostgreSQL
50327,PostgreSQL,
50476,MySQL,MongoDB
50476,,MySQL
50477,Elasticsearch,Firebase
50477,,Microsoft SQL Server
50477,,MySQL
50477,,Oracle
50477,,SQLite
50477,Firebase,
50477,Microsoft SQL Server,
50477,MongoDB,
50477,PostgreSQL,
50480,Firebase,Firebase
50480,,PostgreSQL
50480,PostgreSQL,
50493,DynamoDB,DynamoDB
50493,,Elasticsearch
50493,,MySQL
50493,,PostgreSQL
50493,,Redis
50493,,SQLite
50493,PostgreSQL,
50493,Redis,
50493,SQLite,
50501,Elasticsearch,PostgreSQL
50501,PostgreSQL,
50517,Oracle,MongoDB
50517,,MySQL
50517,PostgreSQL,
50517,SQLite,
50552,MySQL,MySQL
50552,,SQLite
50552,SQLite,
50574,Firebase,Firebase
50574,,MongoDB
50574,MongoDB,
50611,MongoDB,MongoDB
50611,,PostgreSQL
50611,PostgreSQL,
50615,Cassandra,IBM DB2
50615,,MariaDB
50615,,Microsoft SQL Server
50615,,MongoDB
50615,,MySQL
50615,,Oracle
50615,,PostgreSQL
50615,Elasticsearch,
50615,Firebase,
50615,MongoDB,
50615,PostgreSQL,
50615,Redis,
50617,PostgreSQL,Elasticsearch
50617,,PostgreSQL
50617,,SQLite
50617,SQLite,
50628,Cassandra,Cassandra
50628,,Couchbase
50628,,Elasticsearch
50628,,MongoDB
50628,,Oracle
50628,,PostgreSQL
50628,,Redis
50628,Elasticsearch,
50628,Oracle,
50628,PostgreSQL,
50628,Redis,
50628,SQLite,
50631,DynamoDB,DynamoDB
50631,MongoDB,
50631,MySQL,
50631,PostgreSQL,
50639,Microsoft SQL Server,Microsoft SQL Server
50641,MySQL,MySQL
50641,,Oracle
50641,,Redis
50641,,SQLite
50641,PostgreSQL,
50641,Redis,
50641,SQLite,
50655,MongoDB,MySQL
50655,,SQLite
50655,MySQL,
50655,SQLite,
50691,Elasticsearch,Elasticsearch
50691,,Firebase
50691,,MongoDB
50691,Firebase,
50691,MongoDB,
50697,DynamoDB,DynamoDB
50697,,Elasticsearch
50697,,MariaDB
50697,,Microsoft SQL Server
50697,,MongoDB
50697,,MySQL
50697,,PostgreSQL
50697,,Redis
50697,MongoDB,
50697,PostgreSQL,
50697,Redis,
50706,MariaDB,MariaDB
50706,,MySQL
50706,MongoDB,
50706,MySQL,
50713,MongoDB,MongoDB
50713,,MySQL
50713,,Redis
50713,MySQL,
50713,Redis,
50713,SQLite,
50723,Couchbase,Elasticsearch
50723,,Oracle
50723,,SQLite
50723,Elasticsearch,
50723,MongoDB,
50723,SQLite,
50724,Elasticsearch,Firebase
50724,,MariaDB
50724,,Microsoft SQL Server
50724,,MongoDB
50724,,MySQL
50724,Firebase,
50724,MongoDB,
50724,MySQL,
50724,PostgreSQL,
50724,Redis,
50724,SQLite,
50735,MySQL,MySQL
50767,Firebase,MongoDB
50767,PostgreSQL,
50772,Microsoft SQL Server,Microsoft SQL Server
50776,Firebase,MongoDB
50776,,PostgreSQL
50776,,Redis
50776,MongoDB,
50820,Firebase,Firebase
50820,,MongoDB
50820,,MySQL
50820,,Oracle
50820,,PostgreSQL
50820,,Redis
50820,,SQLite
50820,MongoDB,
