Respondent,DatabaseDesireNextYear,DatabaseWorkedWith
50820,PostgreSQL,
50820,Redis,
50833,PostgreSQL,PostgreSQL
50833,Redis,
50864,Elasticsearch,Elasticsearch
50864,,MongoDB
50864,,MySQL
50864,MongoDB,
50864,MySQL,
50864,PostgreSQL,
50865,Elasticsearch,Elasticsearch
50865,,MariaDB
50865,,Microsoft SQL Server
50865,,MongoDB
50865,,MySQL
50865,,PostgreSQL
50865,,Redis
50865,Microsoft SQL Server,
50865,PostgreSQL,
50865,Redis,
50882,Elasticsearch,Elasticsearch
50882,,MongoDB
50882,,MySQL
50882,,PostgreSQL
50882,MongoDB,
50882,MySQL,
50882,PostgreSQL,
50898,DynamoDB,Microsoft SQL Server
50898,Microsoft SQL Server,
50898,MongoDB,
50898,PostgreSQL,
50922,Microsoft SQL Server,Microsoft SQL Server
50922,,MySQL
50942,Elasticsearch,Elasticsearch
50942,,MongoDB
50942,,MySQL
50942,,PostgreSQL
50942,,SQLite
50944,Cassandra,Microsoft SQL Server
50944,,MySQL
50944,Microsoft SQL Server,
50948,Couchbase,Microsoft SQL Server
50948,Microsoft SQL Server,
50948,PostgreSQL,
50948,Redis,
50957,Firebase,MariaDB
50957,,Microsoft SQL Server
50957,,Oracle
50957,,SQLite
50957,MariaDB,
50957,Microsoft SQL Server,
50957,Oracle,
50957,PostgreSQL,
50957,SQLite,
50964,MongoDB,MongoDB
50964,,SQLite
50964,MySQL,
50964,PostgreSQL,
50964,SQLite,
50975,Elasticsearch,MySQL
50975,,PostgreSQL
50975,PostgreSQL,
51002,PostgreSQL,PostgreSQL
51002,,SQLite
51002,SQLite,
51005,PostgreSQL,Microsoft SQL Server
51007,Firebase,Firebase
51007,,Microsoft SQL Server
51007,,Redis
51007,,SQLite
51007,Microsoft SQL Server,
51007,SQLite,
51015,Elasticsearch,Microsoft SQL Server
51028,MongoDB,Microsoft SQL Server
51028,,MongoDB
51037,Microsoft SQL Server,Microsoft SQL Server
51037,,MongoDB
51037,,MySQL
51037,,PostgreSQL
51037,,SQLite
51037,PostgreSQL,
51037,SQLite,
51041,Microsoft SQL Server,Microsoft SQL Server
51046,Microsoft SQL Server,Microsoft SQL Server
51067,Microsoft SQL Server,Microsoft SQL Server
51082,Elasticsearch,Elasticsearch
51082,,Microsoft SQL Server
51082,,MySQL
51082,,Oracle
51082,,SQLite
51082,Firebase,
51082,MariaDB,
51082,Microsoft SQL Server,
51082,MongoDB,
51082,MySQL,
51082,Oracle,
51082,Redis,
51089,PostgreSQL,PostgreSQL
51096,MongoDB,MySQL
51096,MySQL,
51115,Firebase,Firebase
51115,,MongoDB
51115,,MySQL
51115,,SQLite
51115,MongoDB,
51115,SQLite,
51116,Microsoft SQL Server,Microsoft SQL Server
51116,,MongoDB
51116,,MySQL
51116,,PostgreSQL
51116,,SQLite
51116,Redis,
51128,Cassandra,MariaDB
51128,,MongoDB
51128,,MySQL
51128,,PostgreSQL
51128,Couchbase,
51128,DynamoDB,
51128,Elasticsearch,
51128,Firebase,
51128,MongoDB,
51128,PostgreSQL,
51128,Redis,
51132,MongoDB,IBM DB2
51132,,MongoDB
51145,MariaDB,MariaDB
51145,,Microsoft SQL Server
51145,,MongoDB
51145,,MySQL
51145,,PostgreSQL
51145,,SQLite
51145,Microsoft SQL Server,
51145,MongoDB,
51145,MySQL,
51145,PostgreSQL,
51145,SQLite,
51147,Microsoft SQL Server,Microsoft SQL Server
51170,Microsoft SQL Server,Microsoft SQL Server
51187,PostgreSQL,MySQL
51187,,Redis
51187,,SQLite
51187,Redis,
51188,Firebase,Firebase
51188,,Microsoft SQL Server
51188,,PostgreSQL
51188,,SQLite
51188,Microsoft SQL Server,
51188,PostgreSQL,
51188,SQLite,
51193,MongoDB,MongoDB
51193,,MySQL
51193,,SQLite
51193,MySQL,
51217,PostgreSQL,PostgreSQL
51217,,SQLite
51220,Microsoft SQL Server,Microsoft SQL Server
51220,,MySQL
51220,,SQLite
51220,MySQL,
51220,SQLite,
51230,MongoDB,Microsoft SQL Server
51230,,MongoDB
51230,MySQL,
51230,SQLite,
51272,PostgreSQL,PostgreSQL
51272,,Redis
51272,Redis,
51275,Microsoft SQL Server,Microsoft SQL Server
51275,,MySQL
51275,,Oracle
51275,MySQL,
51275,Oracle,
51318,Cassandra,DynamoDB
51318,,Elasticsearch
51318,,PostgreSQL
51318,DynamoDB,
51318,Elasticsearch,
51341,PostgreSQL,MySQL
51341,,PostgreSQL
51341,,Redis
51341,Redis,
51346,Cassandra,Microsoft SQL Server
51346,,MongoDB
51346,Elasticsearch,
51346,Microsoft SQL Server,
51346,MongoDB,
51352,Elasticsearch,Elasticsearch
51352,,Microsoft SQL Server
51352,,MySQL
51352,,PostgreSQL
51352,,Redis
51352,,SQLite
51352,Microsoft SQL Server,
51352,MongoDB,
51352,MySQL,
51352,PostgreSQL,
51352,Redis,
51352,SQLite,
51369,PostgreSQL,PostgreSQL
51369,,Redis
51369,Redis,
51393,MariaDB,MariaDB
51393,,Microsoft SQL Server
51393,,MySQL
51393,,Oracle
51393,,PostgreSQL
51393,Microsoft SQL Server,
51393,MySQL,
51393,Oracle,
51393,PostgreSQL,
51413,MongoDB,MySQL
51413,,PostgreSQL
51413,,Redis
51413,,SQLite
51413,MySQL,
51413,PostgreSQL,
51413,Redis,
51453,Elasticsearch,Elasticsearch
51453,,PostgreSQL
51453,,Redis
51453,PostgreSQL,
51453,Redis,
51457,PostgreSQL,PostgreSQL
51458,Elasticsearch,Microsoft SQL Server
51458,Microsoft SQL Server,
51481,Cassandra,Elasticsearch
51481,,MariaDB
51481,,Microsoft SQL Server
51481,,MySQL
51481,,Redis
51481,DynamoDB,
51481,Elasticsearch,
51481,Microsoft SQL Server,
51481,PostgreSQL,
51481,Redis,
51546,Elasticsearch,Couchbase
51546,,Elasticsearch
51546,,MariaDB
51546,,Microsoft SQL Server
51546,,MongoDB
51546,,Oracle
51546,Oracle,
51553,Cassandra,MongoDB
51553,,Redis
51553,Elasticsearch,
51553,MongoDB,
51553,Redis,
51558,MySQL,DynamoDB
51558,,MySQL
51575,Elasticsearch,MariaDB
51575,,Microsoft SQL Server
51575,,MySQL
51575,,PostgreSQL
51575,MongoDB,
51575,PostgreSQL,
51583,Elasticsearch,MongoDB
51583,Microsoft SQL Server,
51585,Cassandra,Couchbase
51585,,DynamoDB
51585,,Elasticsearch
51585,,MongoDB
51585,,MySQL
51585,,PostgreSQL
51585,,Redis
51585,Elasticsearch,
51585,Firebase,
51585,MongoDB,
51585,Redis,
51592,Elasticsearch,Elasticsearch
51592,,IBM DB2
51592,,Microsoft SQL Server
51592,,MySQL
51592,IBM DB2,
51592,Microsoft SQL Server,
51592,MySQL,
51592,SQLite,
51600,MySQL,MySQL
51611,Cassandra,PostgreSQL
51611,,Redis
51611,Firebase,
51611,PostgreSQL,
51631,Couchbase,Couchbase
51631,,Elasticsearch
51631,,Microsoft SQL Server
51631,,MySQL
51631,,Oracle
51631,,PostgreSQL
51631,Elasticsearch,
51631,Microsoft SQL Server,
51631,PostgreSQL,
51632,Microsoft SQL Server,Microsoft SQL Server
51633,PostgreSQL,Microsoft SQL Server
51633,,PostgreSQL
51633,,SQLite
51633,SQLite,
51642,Elasticsearch,MariaDB
51642,,Microsoft SQL Server
51642,Microsoft SQL Server,
51643,Couchbase,Microsoft SQL Server
51643,MongoDB,
51643,PostgreSQL,
51649,DynamoDB,Firebase
51649,,MongoDB
51649,,MySQL
51649,,PostgreSQL
51649,,Redis
51649,,SQLite
51649,Elasticsearch,
51649,Microsoft SQL Server,
51649,MongoDB,
51669,Microsoft SQL Server,Couchbase
51669,,Microsoft SQL Server
51669,,MySQL
51669,,SQLite
51717,Firebase,MongoDB
51717,,PostgreSQL
51717,,Redis
51717,MongoDB,
51717,PostgreSQL,
51717,Redis,
51724,Cassandra,Microsoft SQL Server
51724,,MySQL
51724,,Oracle
51724,,PostgreSQL
51724,,SQLite
51724,Couchbase,
51724,DynamoDB,
51724,Elasticsearch,
51724,Firebase,
51724,MariaDB,
51724,MongoDB,
51745,MongoDB,Microsoft SQL Server
51745,,PostgreSQL
51745,PostgreSQL,
51791,PostgreSQL,MySQL
51791,,PostgreSQL
51791,,SQLite
51791,SQLite,
51799,MongoDB,SQLite
51799,PostgreSQL,
51799,Redis,
51799,SQLite,
51829,DynamoDB,Cassandra
51829,,DynamoDB
51829,,Elasticsearch
51829,,PostgreSQL
51829,Elasticsearch,
51829,PostgreSQL,
51829,Redis,
51909,DynamoDB,MySQL
51909,,Oracle
51909,,PostgreSQL
51909,Elasticsearch,
51909,PostgreSQL,
51918,Microsoft SQL Server,Microsoft SQL Server
51928,Elasticsearch,Elasticsearch
51928,,Firebase
51928,,MongoDB
51928,,MySQL
51928,,PostgreSQL
51928,,Redis
51928,,SQLite
51928,Firebase,
51928,MongoDB,
51945,Elasticsearch,Elasticsearch
51945,,SQLite
51977,Elasticsearch,Firebase
51977,,MariaDB
51977,,MySQL
51977,,Redis
51977,,SQLite
51977,Firebase,
51977,MariaDB,
51977,MySQL,
51977,Redis,
51977,SQLite,
51991,Cassandra,PostgreSQL
51991,,Redis
51991,,SQLite
51991,DynamoDB,
51991,Elasticsearch,
51991,MariaDB,
51991,MongoDB,
51994,Firebase,Firebase
52001,Elasticsearch,MariaDB
52001,,Microsoft SQL Server
52001,,MongoDB
52001,,MySQL
52001,,Oracle
52001,,PostgreSQL
52001,,SQLite
52001,MariaDB,
52001,MongoDB,
52001,MySQL,
52007,Microsoft SQL Server,Microsoft SQL Server
52007,,PostgreSQL
52020,DynamoDB,MongoDB
52020,,PostgreSQL
52020,,Redis
52020,,SQLite
52020,MariaDB,
52020,MongoDB,
52020,PostgreSQL,
52043,DynamoDB,DynamoDB
52043,,MongoDB
52043,,MySQL
52043,,PostgreSQL
52043,,Redis
52043,,SQLite
52043,Microsoft SQL Server,
52043,MongoDB,
52043,PostgreSQL,
52065,MariaDB,MariaDB
52065,,MySQL
52065,,SQLite
52065,MySQL,
52065,SQLite,
52080,Cassandra,PostgreSQL
52080,Elasticsearch,
52080,Microsoft SQL Server,
52080,Redis,
52081,PostgreSQL,PostgreSQL
52156,MariaDB,MariaDB
52156,,MySQL
52156,,Redis
52156,,SQLite
52156,MySQL,
52156,Redis,
52178,MongoDB,MongoDB
52203,DynamoDB,DynamoDB
52203,,Microsoft SQL Server
52203,,PostgreSQL
52203,,Redis
52203,,SQLite
52203,Elasticsearch,
52203,Firebase,
52203,PostgreSQL,
52203,Redis,
52203,SQLite,
52231,PostgreSQL,PostgreSQL
52231,,Redis
52231,,SQLite
52231,Redis,
52231,SQLite,
52233,PostgreSQL,Microsoft SQL Server
52233,,MySQL
52233,,PostgreSQL
52251,PostgreSQL,PostgreSQL
52251,,Redis
52251,,SQLite
52251,Redis,
52259,MongoDB,Microsoft SQL Server
52259,,MongoDB
52259,,MySQL
52259,,PostgreSQL
52259,PostgreSQL,
52294,Firebase,Elasticsearch
52294,,Firebase
52294,,MySQL
52294,,PostgreSQL
52294,,Redis
52294,PostgreSQL,
52294,Redis,
52308,DynamoDB,DynamoDB
52308,,Microsoft SQL Server
52308,,Oracle
52308,,PostgreSQL
52308,,Redis
52308,PostgreSQL,
52308,Redis,
52351,DynamoDB,DynamoDB
52351,,Firebase
52351,,MongoDB
52351,,MySQL
52351,,PostgreSQL
52351,MongoDB,
52351,PostgreSQL,
52374,Cassandra,Microsoft SQL Server
52374,DynamoDB,
52374,Elasticsearch,
52374,Microsoft SQL Server,
52374,Redis,
52391,MySQL,MySQL
52391,,Redis
52391,PostgreSQL,
52391,Redis,
52433,Elasticsearch,PostgreSQL
52433,PostgreSQL,
52433,Redis,
52434,SQLite,SQLite
52558,Elasticsearch,Firebase
52558,,MariaDB
52558,,Microsoft SQL Server
52558,,MongoDB
52558,,MySQL
52558,MongoDB,
52558,PostgreSQL,
52558,Redis,
52571,Cassandra,Cassandra
52571,,Elasticsearch
52571,,MongoDB
52571,,Redis
52571,Elasticsearch,
52571,MongoDB,
52571,Redis,
52662,Elasticsearch,Elasticsearch
52662,,MariaDB
52662,,MySQL
52662,,Redis
52662,Firebase,
52662,MariaDB,
52662,MongoDB,
52662,Redis,
52663,PostgreSQL,Cassandra
52663,,Elasticsearch
52663,,PostgreSQL
52663,,SQLite
52663,SQLite,
52675,Elasticsearch,Elasticsearch
52675,,Microsoft SQL Server
52675,Microsoft SQL Server,
52675,PostgreSQL,
52700,PostgreSQL,MariaDB
52700,,MongoDB
52700,,PostgreSQL
52700,,Redis
52700,Redis,
52709,Elasticsearch,MongoDB
52709,,PostgreSQL
52709,MongoDB,
52709,PostgreSQL,
52738,DynamoDB,DynamoDB
52738,,MongoDB
52738,,PostgreSQL
52738,MongoDB,
52738,PostgreSQL,
52756,DynamoDB,Microsoft SQL Server
52756,Microsoft SQL Server,
52756,PostgreSQL,
52767,PostgreSQL,Microsoft SQL Server
52767,,PostgreSQL
52767,,Redis
52767,Redis,
52782,PostgreSQL,PostgreSQL
52809,Microsoft SQL Server,Microsoft SQL Server
52812,Firebase,DynamoDB
52812,,Firebase
52812,,MySQL
52812,,PostgreSQL
52812,,SQLite
52812,PostgreSQL,
52846,DynamoDB,MongoDB
52846,,MySQL
52846,Elasticsearch,
52846,MongoDB,
52869,Firebase,Microsoft SQL Server
52869,Microsoft SQL Server,
52869,MongoDB,
52892,Microsoft SQL Server,MySQL
52892,MongoDB,
52892,PostgreSQL,
52892,SQLite,
52903,Elasticsearch,DynamoDB
52903,,Elasticsearch
52903,,PostgreSQL
52903,,Redis
52903,PostgreSQL,
52903,Redis,
52917,Elasticsearch,Firebase
52917,,Microsoft SQL Server
52917,,MySQL
52917,Firebase,
52917,MySQL,
52917,Oracle,
52931,Microsoft SQL Server,Microsoft SQL Server
52938,Elasticsearch,MongoDB
52938,MongoDB,
52938,Redis,
52959,Elasticsearch,PostgreSQL
52959,PostgreSQL,
52959,Redis,
52995,Elasticsearch,IBM DB2
52995,,Microsoft SQL Server
52995,Microsoft SQL Server,
52995,MongoDB,
52995,PostgreSQL,
53000,Elasticsearch,MariaDB
53000,,Microsoft SQL Server
53000,,MySQL
53000,,PostgreSQL
53000,,Redis
53000,MariaDB,
53000,MySQL,
53000,Redis,
53040,Cassandra,MySQL
53040,,SQLite
53040,MySQL,
53040,SQLite,
53044,MariaDB,MariaDB
53044,,SQLite
53044,PostgreSQL,
53044,Redis,
53044,SQLite,
53050,PostgreSQL,Elasticsearch
53050,,PostgreSQL
53052,Firebase,Microsoft SQL Server
53052,,MySQL
53052,Microsoft SQL Server,
53052,MySQL,
53056,Cassandra,Cassandra
53056,,DynamoDB
53056,,Elasticsearch
53056,,Microsoft SQL Server
53056,,MongoDB
53056,,Redis
53056,DynamoDB,
53056,Elasticsearch,
53056,Microsoft SQL Server,
53056,MongoDB,
53056,Redis,
53057,Microsoft SQL Server,Microsoft SQL Server
53057,,PostgreSQL
53057,PostgreSQL,
53057,Redis,
53068,PostgreSQL,PostgreSQL
53068,,Redis
53068,Redis,
53096,Microsoft SQL Server,Microsoft SQL Server
53096,,MongoDB
53096,,PostgreSQL
53096,,SQLite
53096,PostgreSQL,
53096,SQLite,
53112,Elasticsearch,PostgreSQL
53112,PostgreSQL,
53112,SQLite,
53117,DynamoDB,MariaDB
53117,,MySQL
53117,,Oracle
53117,,Redis
53117,,SQLite
53117,MariaDB,
53117,MongoDB,
53117,MySQL,
53117,Redis,
53125,Cassandra,MongoDB
53125,,Redis
53125,Firebase,
53125,MongoDB,
53125,MySQL,
53125,PostgreSQL,
53125,Redis,
53136,Elasticsearch,IBM DB2
53136,,Microsoft SQL Server
53136,,MongoDB
53136,,Oracle
53136,,PostgreSQL
53136,Microsoft SQL Server,
53136,MongoDB,
53136,PostgreSQL,
53142,PostgreSQL,PostgreSQL
53143,Microsoft SQL Server,Elasticsearch
53143,,Microsoft SQL Server
53143,,Oracle
53143,,PostgreSQL
53143,,SQLite
53143,Oracle,
53143,PostgreSQL,
53184,DynamoDB,DynamoDB
53184,,MySQL
53184,,Redis
53184,Elasticsearch,
53184,MySQL,
53184,Redis,
53219,Elasticsearch,DynamoDB
53219,,MySQL
53219,,PostgreSQL
53219,,Redis
53219,,SQLite
53219,PostgreSQL,
53219,Redis,
53221,PostgreSQL,PostgreSQL
53221,,Redis
53221,,SQLite
53221,Redis,
53221,SQLite,
53223,MariaDB,MariaDB
53223,,MongoDB
53223,,MySQL
53223,MongoDB,
53223,MySQL,
53238,IBM DB2,DynamoDB
53238,,MariaDB
53238,,Microsoft SQL Server
53238,,MongoDB
53238,,PostgreSQL
53238,,SQLite
53238,Microsoft SQL Server,
53238,MongoDB,
53238,Oracle,
53238,PostgreSQL,
53238,SQLite,
53240,Microsoft SQL Server,Microsoft SQL Server
53240,,MySQL
53240,MongoDB,
53240,MySQL,
53245,MongoDB,Cassandra
53245,,MongoDB
53245,,MySQL
53245,,PostgreSQL
53245,,Redis
53245,,SQLite
53245,MySQL,
53245,PostgreSQL,
53245,Redis,
53285,PostgreSQL,PostgreSQL
53285,Redis,
53288,Firebase,Firebase
53288,,Microsoft SQL Server
53288,,MySQL
53288,Microsoft SQL Server,
53288,MySQL,
53301,Firebase,Oracle
53301,MongoDB,
53315,Cassandra,Cassandra
53315,,Couchbase
53315,,Elasticsearch
53315,,Firebase
53315,,IBM DB2
53315,,Microsoft SQL Server
53315,,MongoDB
53315,,MySQL
53315,,Oracle
53315,,PostgreSQL
53315,,Redis
53315,Couchbase,
53315,Elasticsearch,
53315,Firebase,
53315,Microsoft SQL Server,
53315,MongoDB,
53315,MySQL,
53315,PostgreSQL,
53315,Redis,
53345,Elasticsearch,Microsoft SQL Server
53345,,MongoDB
53345,,MySQL
53345,,PostgreSQL
53345,,Redis
53345,Microsoft SQL Server,
53345,MySQL,
53345,Redis,
53356,Microsoft SQL Server,Microsoft SQL Server
53356,,SQLite
53356,SQLite,
53391,Elasticsearch,Elasticsearch
53391,,Firebase
53391,,MongoDB
53391,,Redis
53391,MongoDB,
53391,Redis,
53401,Elasticsearch,PostgreSQL
53401,,Redis
53401,MongoDB,
53406,DynamoDB,Microsoft SQL Server
53406,,PostgreSQL
53406,,Redis
53406,Microsoft SQL Server,
53406,PostgreSQL,
53409,PostgreSQL,PostgreSQL
53409,,Redis
53409,Redis,
53426,Cassandra,Microsoft SQL Server
53426,,MongoDB
53426,,MySQL
53426,,Oracle
53426,Couchbase,
53426,Redis,
53426,SQLite,
53457,Elasticsearch,Elasticsearch
53462,MariaDB,Firebase
53462,,MariaDB
53462,,Microsoft SQL Server
53462,,MongoDB
53462,,MySQL
53462,,SQLite
53462,Microsoft SQL Server,
53462,MySQL,
53462,SQLite,
53465,DynamoDB,DynamoDB
53465,,Elasticsearch
53465,,MongoDB
53465,,MySQL
53465,MySQL,
53470,Redis,DynamoDB
53470,,Elasticsearch
53470,,PostgreSQL
53470,,Redis
53471,MongoDB,Firebase
53471,,MongoDB
53471,,MySQL
53471,,PostgreSQL
53471,MySQL,
53471,PostgreSQL,
53474,Cassandra,Elasticsearch
53474,,MySQL
53474,,PostgreSQL
53474,DynamoDB,
53474,PostgreSQL,
53494,DynamoDB,Cassandra
53494,,DynamoDB
53494,,Microsoft SQL Server
53494,,MongoDB
53494,,Oracle
53494,,Redis
53494,Oracle,
53494,Redis,
53508,DynamoDB,Microsoft SQL Server
53508,,Redis
53508,Elasticsearch,
53508,Firebase,
53508,Microsoft SQL Server,
53508,MongoDB,
53508,Redis,
53514,Elasticsearch,Elasticsearch
53514,,MariaDB
53514,,Microsoft SQL Server
53514,,MongoDB
53514,,MySQL
53514,,PostgreSQL
53514,,SQLite
53514,MongoDB,
53514,PostgreSQL,
53527,DynamoDB,MySQL
53527,,SQLite
53527,Microsoft SQL Server,
53527,PostgreSQL,
53542,Cassandra,DynamoDB
53542,,Elasticsearch
53542,,Microsoft SQL Server
53542,,MongoDB
53542,,Redis
53542,Elasticsearch,
53542,MongoDB,
53542,Redis,
53544,Microsoft SQL Server,Microsoft SQL Server
53544,PostgreSQL,
53544,Redis,
53571,Microsoft SQL Server,Microsoft SQL Server
53571,MySQL,
53575,Elasticsearch,Elasticsearch
53575,,Microsoft SQL Server
53575,,Redis
53575,Microsoft SQL Server,
53575,Redis,
53578,PostgreSQL,MySQL
53578,,PostgreSQL
53578,,Redis
53578,,SQLite
53578,Redis,
53578,SQLite,
53590,Couchbase,Microsoft SQL Server
53590,,MySQL
53590,,SQLite
53590,Microsoft SQL Server,
53590,MySQL,
53590,Redis,
53590,SQLite,
53595,Cassandra,Cassandra
53595,,Couchbase
53595,,DynamoDB
53595,,Elasticsearch
53595,,Firebase
53595,,MariaDB
53595,,Microsoft SQL Server
53595,,MongoDB
53595,,MySQL
53595,,PostgreSQL
53595,,Redis
53595,,SQLite
53595,Couchbase,
53595,Firebase,
53595,MariaDB,
53595,Microsoft SQL Server,
53595,MongoDB,
53595,MySQL,
53595,PostgreSQL,
53595,Redis,
53608,Couchbase,Firebase
53608,,Microsoft SQL Server
53608,,PostgreSQL
53608,DynamoDB,
53608,Microsoft SQL Server,
53608,PostgreSQL,
53610,Elasticsearch,Elasticsearch
53610,,Microsoft SQL Server
53610,,MySQL
53610,MySQL,
53620,Elasticsearch,DynamoDB
53620,,Elasticsearch
53620,,Microsoft SQL Server
53620,,MongoDB
53620,,PostgreSQL
53620,,Redis
53620,PostgreSQL,
53620,Redis,
53653,Microsoft SQL Server,Microsoft SQL Server
53663,Elasticsearch,Elasticsearch
53663,,MySQL
53663,,PostgreSQL
53663,,Redis
53663,PostgreSQL,
53663,Redis,
53677,Microsoft SQL Server,Elasticsearch
53677,,Microsoft SQL Server
53677,,PostgreSQL
53677,,Redis
53684,Cassandra,Elasticsearch
53684,,MySQL
53684,,PostgreSQL
53684,,Redis
53684,Elasticsearch,
53684,PostgreSQL,
53684,Redis,
53711,Microsoft SQL Server,Microsoft SQL Server
53727,Microsoft SQL Server,Microsoft SQL Server
53727,,PostgreSQL
53727,PostgreSQL,
53727,Redis,
53758,DynamoDB,DynamoDB
53758,,PostgreSQL
53758,PostgreSQL,
53780,Microsoft SQL Server,Elasticsearch
53780,,Microsoft SQL Server
53780,,MySQL
53780,,PostgreSQL
53780,,Redis
53780,PostgreSQL,
53780,Redis,
53790,PostgreSQL,MySQL
53790,,Redis
53796,Firebase,Firebase
53796,,MariaDB
53796,,MySQL
53796,,SQLite
53796,MongoDB,
53796,MySQL,
53796,SQLite,
53829,PostgreSQL,PostgreSQL
53837,MongoDB,MongoDB
53837,MySQL,
53837,PostgreSQL,
53848,Firebase,DynamoDB
53848,,Firebase
53848,,Microsoft SQL Server
53848,,MySQL
53848,,PostgreSQL
53848,,Redis
53848,,SQLite
53848,Microsoft SQL Server,
53848,MySQL,
53848,PostgreSQL,
53849,DynamoDB,DynamoDB
53849,,Microsoft SQL Server
53849,,MongoDB
53849,,MySQL
53849,,Oracle
53849,,PostgreSQL
53849,Microsoft SQL Server,
53849,MongoDB,
53849,MySQL,
53849,PostgreSQL,
53880,Elasticsearch,Elasticsearch
53880,,MySQL
53880,,Redis
53880,Firebase,
53880,Redis,
53883,MariaDB,MySQL
53883,MySQL,
53893,DynamoDB,MongoDB
53893,,MySQL
53893,,Oracle
53893,,SQLite
53893,Elasticsearch,
53893,Firebase,
53893,MariaDB,
53893,MongoDB,
53893,MySQL,
53893,PostgreSQL,
53893,Redis,
53893,SQLite,
53897,Cassandra,Elasticsearch
53897,,MariaDB
53897,,MongoDB
53897,Redis,
53899,PostgreSQL,PostgreSQL
53899,,Redis
53899,Redis,
53904,Firebase,Firebase
53904,,MySQL
53904,,PostgreSQL
53904,MongoDB,
53904,MySQL,
53904,PostgreSQL,
53911,Elasticsearch,Elasticsearch
53911,,MySQL
53911,,Oracle
53911,,Redis
53911,MySQL,
53911,Oracle,
53911,Redis,
53920,Microsoft SQL Server,Elasticsearch
53920,,IBM DB2
53920,,Microsoft SQL Server
53920,MongoDB,
53920,PostgreSQL,
53947,PostgreSQL,MySQL
53955,Firebase,Microsoft SQL Server
53955,Microsoft SQL Server,
53969,MongoDB,Microsoft SQL Server
53969,,MongoDB
53969,PostgreSQL,
53978,MongoDB,MongoDB
53978,,Oracle
53978,Oracle,
53978,PostgreSQL,
54009,PostgreSQL,Elasticsearch
54009,,Microsoft SQL Server
54009,,MySQL
54009,,PostgreSQL
54009,,Redis
54009,,SQLite
54009,Redis,
54014,Elasticsearch,Elasticsearch
54014,,MySQL
54014,,PostgreSQL
54014,,Redis
54014,PostgreSQL,
54014,Redis,
54032,PostgreSQL,Elasticsearch
54032,,Oracle
54032,,PostgreSQL
54047,MySQL,MySQL
54057,MongoDB,Cassandra
54057,,Elasticsearch
54057,,IBM DB2
54057,,Microsoft SQL Server
54057,,Oracle
54057,,PostgreSQL
54057,,SQLite
54057,Redis,
54063,Cassandra,MongoDB
54063,,MySQL
54063,,Oracle
54063,,PostgreSQL
54063,,Redis
54063,,SQLite
54063,Couchbase,
54063,Elasticsearch,
54063,Firebase,
54063,MySQL,
54063,Oracle,
54063,PostgreSQL,
54063,Redis,
54063,SQLite,
54083,Elasticsearch,Cassandra
54083,,Elasticsearch
54083,,MariaDB
54083,,MongoDB
54083,,MySQL
54083,,SQLite
54083,MariaDB,
54083,MongoDB,
54083,SQLite,
54087,Microsoft SQL Server,Microsoft SQL Server
54100,Microsoft SQL Server,Microsoft SQL Server
54100,,MySQL
54100,,SQLite
54100,MySQL,
54100,SQLite,
54111,MariaDB,MariaDB
54111,,MongoDB
54111,,MySQL
54111,,Redis
54111,PostgreSQL,
54111,Redis,
54115,DynamoDB,Microsoft SQL Server
54115,Microsoft SQL Server,
54115,PostgreSQL,
54139,Microsoft SQL Server,Microsoft SQL Server
54167,Elasticsearch,Microsoft SQL Server
54167,,MongoDB
54167,Redis,
54169,Elasticsearch,Elasticsearch
54169,,Firebase
54169,MongoDB,
54177,MongoDB,MongoDB
54177,,Oracle
54177,,PostgreSQL
54177,PostgreSQL,
54193,Cassandra,Cassandra
54193,,Couchbase
54193,,Elasticsearch
54193,,Firebase
54193,,MongoDB
54193,Couchbase,
54193,MongoDB,
54194,PostgreSQL,Elasticsearch
54194,,MariaDB
54194,,MongoDB
54194,,PostgreSQL
54202,Firebase,Firebase
54202,,Microsoft SQL Server
54202,,PostgreSQL
54202,MongoDB,
54208,Cassandra,MongoDB
54208,,MySQL
54208,,PostgreSQL
54208,Elasticsearch,
54208,PostgreSQL,
54225,DynamoDB,DynamoDB
54225,,PostgreSQL
54225,,Redis
54225,PostgreSQL,
54225,Redis,
54229,MySQL,MySQL
54229,,PostgreSQL
54235,MySQL,MariaDB
54235,,MySQL
54235,,PostgreSQL
54235,,SQLite
54235,PostgreSQL,
54235,SQLite,
54243,DynamoDB,Microsoft SQL Server
54243,,MySQL
54243,Elasticsearch,
54243,Microsoft SQL Server,
54243,SQLite,
54280,MariaDB,MariaDB
54280,,Microsoft SQL Server
54280,,MySQL
54280,Microsoft SQL Server,
54280,MySQL,
54280,Oracle,
54280,SQLite,
54288,Cassandra,PostgreSQL
54288,,Redis
54288,Couchbase,
54288,DynamoDB,
54288,Elasticsearch,
54288,Firebase,
54288,MongoDB,
54288,PostgreSQL,
54288,Redis,
54302,Firebase,Firebase
54302,,MariaDB
54302,,Microsoft SQL Server
54302,,MongoDB
54302,,MySQL
54302,,SQLite
54302,MongoDB,
54302,MySQL,
54302,PostgreSQL,
54320,Elasticsearch,MariaDB
54320,,Microsoft SQL Server
54320,,MySQL
54320,,PostgreSQL
54320,,Redis
54320,,SQLite
54320,MariaDB,
54320,Microsoft SQL Server,
